user_id,login_time_hour,login_location_risk,failed_logins,files_accessed,data_download_mb,usb_usage,anomaly_label
1002,9,0,3,65,3566,0,1
1015,21,0,0,36,3577,0,1
1008,20,1,2,25,4571,0,1
1003,5,0,3,37,271,0,0
1000,0,0,2,1,4067,0,1
1003,4,0,2,143,2469,0,1
1000,8,1,1,37,1391,0,1
1013,11,1,1,141,3355,0,1
1015,13,1,1,136,4136,0,1
1019,1,0,0,133,3608,0,1
1007,16,1,0,188,2584,0,1
1006,13,0,2,128,4074,0,1
1002,12,0,4,127,3076,0,1
1016,8,0,2,1,3907,1,1
1000,14,0,3,164,290,0,0
1015,21,0,3,35,2481,0,0
1011,14,0,0,194,3253,0,1
1018,23,0,0,191,279,0,0
1013,10,0,2,104,2925,0,0
1005,15,0,3,23,581,0,0
1005,16,0,1,9,4959,0,1
1012,3,0,0,34,254,0,1
1018,0,0,3,174,4277,0,1
1007,7,0,1,128,4777,1,1
1001,16,0,1,4,825,1,0
1000,2,0,0,158,3833,0,1
1014,19,0,2,102,700,0,0
1000,14,0,2,75,1381,0,0
1004,14,1,2,99,3897,0,1
1015,23,0,0,72,1674,0,0
1018,21,0,1,3,2728,0,0
1003,13,0,1,142,3157,0,1
1002,22,1,1,188,3389,1,1
1016,13,0,1,173,4308,0,1
1016,23,1,2,34,384,0,1
1011,1,0,0,45,342,0,1
1013,12,1,1,61,1988,0,1
1005,13,0,2,83,4060,0,1
1002,23,1,3,123,4940,0,1
1008,18,0,1,102,3110,0,1
1004,6,0,0,16,4083,1,1
1016,2,0,1,66,4516,0,1
1013,14,0,1,168,2799,0,0
1002,22,0,1,145,3241,0,1
1000,13,1,1,119,1989,1,1
1019,10,1,2,162,3415,0,1
1000,14,0,3,124,1850,0,0
1002,12,0,2,144,306,1,0
1017,17,0,0,102,3614,0,1
1009,5,0,1,188,2750,1,0
1002,2,0,2,66,4965,0,1
1007,18,0,1,194,1136,0,0
1013,14,0,1,13,206,0,0
1017,22,0,0,184,4592,0,1
1014,4,0,0,111,3451,0,1
1001,9,0,4,159,3812,0,1
1009,6,0,1,34,3623,0,1
1001,16,0,1,39,3600,0,1
1016,6,1,2,195,2552,1,1
1007,21,0,2,136,4309,1,1
1000,11,0,1,120,310,0,0
1008,16,0,0,126,2709,1,0
1010,12,0,0,55,1992,0,0
1015,19,1,1,27,272,0,1
1006,3,0,1,118,3643,0,1
1009,9,0,1,53,4087,0,1
1002,2,0,3,39,1823,0,1
1017,8,1,2,65,3274,0,1
1012,12,1,0,145,4539,0,1
1006,17,0,0,158,4350,0,1
1003,14,0,2,181,521,0,0
1012,3,0,2,13,977,1,1
1019,14,1,1,21,3723,0,1
1000,21,0,3,147,3552,1,1
1007,1,1,0,53,4106,1,1
1013,14,0,0,19,2774,1,0
1015,7,0,0,57,2553,1,0
1013,7,0,0,25,2833,1,0
1011,16,0,1,31,3908,0,1
1018,11,0,0,81,153,0,0
1014,18,0,2,183,2965,0,0
1001,9,0,0,23,2917,0,0
1001,8,0,1,32,2801,0,0
1018,4,0,0,190,1753,0,1
1016,5,0,1,74,2611,1,0
1019,19,1,1,10,3876,1,1
1009,1,1,2,54,1105,1,1
1005,23,1,4,52,2537,0,1
1014,12,1,1,148,4991,0,1
1010,5,0,2,160,4200,0,1
1004,4,0,1,114,3855,0,1
1000,0,0,1,14,3495,0,1
1007,20,0,2,178,1915,0,0
1011,21,0,0,156,3073,1,1
1011,20,0,0,110,1007,0,0
1004,5,0,0,53,407,0,0
1006,5,0,0,152,167,0,0
1003,22,0,2,79,509,0,0
1005,15,0,0,22,1662,0,0
1012,3,0,2,30,3665,1,1
1019,10,0,2,191,3490,0,1
1014,23,1,1,4,4859,0,1
1002,22,0,0,59,681,0,0
1007,8,0,3,8,2525,0,0
1019,22,1,1,12,2121,0,1
1015,2,1,1,119,4678,0,1
1012,18,1,2,159,4358,0,1
1017,7,0,0,34,1364,0,0
1009,4,0,1,82,1332,0,1
1018,3,0,0,98,2293,0,1
1016,23,0,0,127,1539,1,0
1018,5,0,1,75,3409,0,1
1004,1,0,1,105,561,0,1
1008,19,0,3,49,1100,0,0
1011,10,0,3,79,1904,0,0
1000,3,0,0,185,175,0,1
1000,14,0,2,93,2157,0,0
1014,5,0,1,154,2231,0,0
1001,21,0,2,18,4288,1,1
1015,16,0,2,96,4161,0,1
1007,23,1,1,38,3921,1,1
1012,5,0,2,87,1498,0,0
1000,18,0,2,88,3855,1,1
1015,1,0,1,50,3172,1,1
1006,14,0,2,8,1568,0,0
1004,10,0,2,169,1152,1,0
1002,7,0,1,134,369,0,0
1011,18,0,0,69,4947,1,1
1015,12,0,0,172,43,0,0
1018,11,1,2,121,1908,0,1
1004,4,0,1,64,3491,0,1
1013,5,0,0,157,2536,1,0
1004,21,1,4,156,4174,0,1
1014,3,1,3,139,2874,0,1
1016,18,0,2,121,1825,0,0
1013,19,0,0,65,1294,1,0
1019,0,0,1,107,4770,0,1
1004,19,0,2,147,4797,0,1
1011,16,0,1,137,4855,0,1
1015,11,0,3,155,3387,0,1
1015,14,0,1,162,2973,0,0
1006,0,1,2,172,3923,1,1
1003,13,1,2,196,4998,0,1
1000,5,0,0,100,993,0,0
1004,4,0,2,82,2387,0,1
1009,10,0,0,143,2241,0,0
1004,3,0,0,51,1477,0,1
1003,12,0,1,141,3408,0,1
1001,10,0,3,83,390,0,0
1019,2,0,3,177,1000,1,1
1009,0,0,0,198,4621,0,1
1018,5,0,1,112,1856,1,0
1000,17,0,1,56,659,1,0
1004,23,0,0,179,2764,0,0
1012,9,0,1,165,3664,1,1
1003,4,1,1,145,4987,0,1
1015,22,0,2,186,1482,0,0
1015,9,0,1,157,3732,0,1
1001,11,0,0,161,452,0,0
1016,1,0,1,60,2476,0,1
1019,12,0,5,120,3223,0,1
1011,7,0,3,183,1538,0,0
1017,1,0,1,138,3094,0,1
1002,19,0,2,175,883,1,0
1000,0,1,1,23,4409,0,1
1000,4,0,1,149,4069,0,1
1018,8,0,2,13,4936,0,1
1010,16,1,1,101,2567,0,1
1004,8,0,3,161,3278,0,1
1011,10,1,2,24,375,1,1
1002,14,0,1,108,4547,0,1
1000,23,0,1,11,3698,0,1
1000,5,0,2,17,3063,1,1
1007,22,0,0,196,4691,1,1
1009,2,0,0,175,3251,0,1
1010,16,0,1,25,4596,0,1
1011,4,0,1,94,4560,0,1
1012,11,0,0,21,113,0,0
1011,17,0,1,84,3198,0,1
1013,13,1,4,140,2379,0,1
1001,20,1,0,37,1925,1,1
1018,23,1,0,42,140,0,1
1017,10,0,0,145,1425,0,0
1002,8,0,1,101,2950,0,0
1016,1,0,3,48,3169,0,1
1007,11,0,0,103,517,0,0
1009,2,0,2,28,2617,0,1
1001,2,0,0,41,888,1,1
1018,0,0,4,99,3105,0,1
1008,7,0,1,47,50,0,0
1006,21,0,1,146,3952,0,1
1003,7,0,3,105,3561,0,1
1017,10,0,2,124,19,0,0
1012,8,1,1,199,4822,0,1
1010,4,0,1,13,1474,0,1
1003,13,0,1,141,4062,1,1
1003,2,0,3,100,2607,0,1
1009,20,0,2,31,452,0,0
1004,4,0,0,130,3766,0,1
1008,4,0,1,16,2439,1,1
1002,18,0,0,137,4311,0,1
1016,13,0,0,73,1550,0,0
1002,3,0,0,166,3475,0,1
1015,12,0,2,54,128,0,0
1003,9,1,0,184,4856,0,1
1017,17,0,1,100,2762,0,0
1016,7,0,0,109,4457,0,1
1006,7,1,1,87,4665,0,1
1004,6,0,0,173,1416,1,0
1011,7,0,0,162,202,0,0
1016,13,0,0,137,2370,0,0
1012,18,0,0,8,518,0,0
1002,5,1,1,7,1342,1,1
1008,0,0,1,36,4777,0,1
1016,22,1,0,18,1989,1,1
1016,14,0,2,3,3546,0,1
1019,0,0,1,28,4521,0,1
1015,16,0,1,70,3803,1,1
1012,0,0,3,172,3276,0,1
1018,14,0,0,149,3655,0,1
1016,22,1,0,28,2435,1,1
1003,1,0,1,54,4874,0,1
1011,13,1,2,182,208,0,1
1008,20,0,1,65,2634,0,0
1018,7,1,3,100,4118,0,1
1011,7,0,1,21,154,0,0
1008,18,0,0,13,3367,0,1
1006,6,0,0,57,4315,0,1
1013,18,0,2,49,4765,0,1
1019,5,0,1,118,1519,0,0
1018,5,0,1,54,2601,1,0
1014,2,0,2,138,2196,0,1
1015,6,1,0,53,4499,1,1
1004,18,0,2,44,4692,0,1
1002,7,0,1,47,3555,0,1
1011,9,0,1,53,2415,0,0
1019,19,0,4,74,2850,0,0
1003,14,0,0,46,1743,0,0
1015,14,0,1,13,1307,0,0
1006,0,0,1,165,3850,0,1
1012,19,0,0,102,4169,1,1
1009,6,0,1,24,4577,0,1
1006,3,0,1,2,4656,0,1
1013,5,0,0,81,4841,0,1
1004,0,0,0,100,4196,0,1
1002,4,0,1,142,2556,0,1
1010,22,0,3,138,2306,0,0
1010,0,0,1,163,4509,1,1
1017,3,0,0,153,1089,0,1
